AREA;UBICACIÓN;MCC;TYPE;TAG  Motor;EQUIPAMENT DESCRIPTION;Manufacture;Model Number;Serial Number;Type2;HP;Power (KW);Voltage (V);Current (A);RPM;Frecuencia;Fase;Rendimiento/Factor de Potencia;Factor Servicio;Nema Nom Eff (Eficiencia Nominal)100%;Guar Min Eff (Eficiencia mínima);Frame;Rodam OOP DRIVE;Rodam DRIVE END;Temp Max Amb;Insul Class Clase de Aislamiento;CODE;Weight / Peso (lb.);Amb;Ope;Lub;Tip
FILTRACION DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;COPPER FILTER PRESSING AIR COMPRESSOR ;WEG;NF;1027276490;TEFC;247.99;185;460;294;1790;60;3;0.82;1.20;96.2;NF;504/5TDZ;6319-C3;6316-C3;46;F;K;2787Lbs;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;CO-MO CONCENTRATE THICKENER FEED SCREEN ;na;na;na;na;15.01;11.2;460;24.35;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;CONCENTRATE TRUCK WHELL WASHING ;na;na;na;na;11.26;8.4;460;18.26;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;COPPER CONCENTRATE FILTER POWER ;VEM;NF;402219/0001 H;K21R;150.00;110;460;175.00;1787;60;3;0.83;NF;NF;NF;315S;6317 C3;6316 C3;NF;NF;NF;740 Kg;R;P;S;G
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;COPPER CONCENTRATE FILTER POWER ;VEM;NF;402219/0002 H;K21R;150.00;110;460;175.00;1787;60;3;0.83;NF;NF;NF;315S;6317 C3;6316 C3;NF;NF;NF;740 Kg;R;P;S;G
FILTRACION DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;COPPER FILTER FEED TANK AGITATOR ;WEG;TE1BFOXO1;1019571864;NF;60.00;45;460;71.3;1774;60;3;0.85;1.00;93.60%;NF;250S/M;6314-C3;6314-C3;40;F;NF;517 Kg;R;P;S;G
FILTRACION DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;COPPER FILTER FEED TANK AGITATOR ;WEG;TE1BFOXO1;1019571863;NF;60.00;45;460;71.3;1774;60;3;0.85;1.00;93.60%;NF;250S/M;6314-C3;6314-C3;40;F;NF;517 Kg;R;P;S;G
FILTRACION DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;CO-MO CONCENTRATE THICKENER ;WEG;TE1BFOXO1;120WPE0018;NF;20.00;15;460;27.50;1780;60;3;0.74;1.15;92.5;NF;180M;6311-C3;6211-Z-C3;40;F;NF;168 Kg;R;P;S;G
FILTRACION DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;CO-MO CONCENTRATE THICKENER ;WEG;TE1BFOXO1;120WPE0017;NF;20.00;15;460;27.50;1780;60;3;0.74;1.15;92.5;NF;180M;6311-C3;6211-Z-C3;40;F;NF;168 Kg;R;P;S;G
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;COPPER CONCENTRATE THICKENER;WEG;TE1BFOXO1;120WPE0021;NF;20.00;15;460;27.50;1780;60;3;0.74;1.15;92.5;NF;180M;6311-C3;6211-Z-C3;40;F;NF;168 Kg;R;P;S;G
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;COPPER CONCENTRATE THICKENER;WEG;TE1BFOXO1;120WPE0019;NF;20.00;15;460;27.50;1780;60;3;0.74;1.15;92.5;NF;180M;6311-C3;6211-Z-C3;40;F;NF;168 Kg;R;P;S;G
FILTRACION DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;COPPER CONCENTRATE FILTER POWER PACK HEATER;na;na;na;na;4.02;3;460;6.52;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;COPPER CONCENTRATE FILTER POWER PACK HEATER;na;na;na;na;4.02;3;460;6.52;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;COPPER CONCENTRATE FILTER POWER PACK COOLOING FAN ;VEM;K21R;1103276001302H;K21R;2.68;2;460;4.05;1740;60;3;0.75;NF;NF;NF;100 L 4;NF;NF;30;NF;NF;23.5 Kg;R;P;S;G
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;COPPER CONCENTRATE FILTER POWER PACK COOLING FAN ;VEM;K21R;1103277001302H;K21R;2.68;2;460;4.05;1740;60;3;0.75;NF;NF;NF;100 L 4;NF;NF;30;NF;NF;23.5 Kg;R;P;S;G
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;FAN;na;na;na;na;0.00;0;460;0.00;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;FAN;na;na;na;na;0.00;0;460;0.00;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;COPPER FILTER OVERHEAD CRANE ;na;na;na;na;12.06;9;460;19.57;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
FLOCU. CONCENTRADO;SALA 500;3280-MC-501-01;B;TAG  Motor;Motor de bomba dosificadora de floculante para concentrado;WEG;NF;1020998586;NF;1.00;0.75;220/440;3.22/1.61;1740;60;3;0.77;1;79.5;NF;NF;6205-ZZ;6204-ZZ;40;NF;NF;28;R;I;S;G
FLOCU. CONCENTRADO;SALA 500;3280-MC-501-01;B;TAG  Motor;Motor de bomba dosificadora de floculante para concentrado;WEG;NF;1021084715;NF;1.00;0.75;220/440;3.22/1.61;1740;60;3;0.77;1.00;79.5;NF;NF;6205-ZZ;6204-ZZ;40;NF;NF;28;R;I;S;G
FLOCU. CONCENTRADO;SALA 500;3280-MC-501-02;B;TAG  Motor;Motor de bomba dosificadora de floculante para concentrado;WEG;NF;1021084718;NF;1.00;0.75;220/440;3.22/1.61;1740;60;3;0.77;1.00;79.5;NF;NF;6205-ZZ;6204-ZZ;40;NF;NF;28;R;I;S;G
FLOCU. CONCENTRADO;SALA 500;3280-MC-501-02;B;TAG  Motor;Motor de bomba dosificadora de floculante para concentrado;WEG;NF;1020998587;NF;1.00;0.75;220/440;3.22/1.61;1740;60;3;0.77;1.00;79.5;NF;NF;6205-ZZ;6204-ZZ;40;NF;NF;28;R;I;S;G
FLOCU. CONCENTRADO;SALA 500;3280-MC-501-02;B;TAG  Motor;Motor de bomba dosificadora de floculante para concentrado;WEG;NF;1021084717;NF;1.00;0.75;220/440;3.22/1.61;1740;60;3;0.77;1.00;79.5;NF;NF;6205-ZZ;6204-ZZ;40;NF;NF;28;R;I;S;G
RELAVES;SALA 600;Media Tensión;A;TAG  Motor;Motor de bomba de relaves;TECO;AFJH-WT;D135020-4;AFJH-WT;1849.87;1380;4160;231;1793;60;3;NF;1.00;96.90;NF;560CB;6334;6334;30;F;NF;9430 Kg;R;P;S;G
RELAVES;SALA 600;Media Tensión;A;TAG  Motor;Motor de bomba de relaves;TECO;AFJH-WT;D135020-3;AFJH-WT;1849.87;1380;4160;231;1793;60;3;NF;1.00;96.90;NF;560CB;6334;6334;30;F;NF;9430 Kg;R;P;S;G
RELAVES;SALA 600;Media Tensión;A;TAG  Motor;Motor de bomba de relaves;TECO;AFJH-WT;D135020-2;AFJH-WT;1849.87;1380;4160;231;1793;60;3;NF;1.00;96.90;NF;560CB;6334;6334;30;F;NF;9430 Kg;R;P;S;G
RELAVES;SALA 600;Media Tensión;A;TAG  Motor;Motor de bomba de relaves;TECO;AFJH-WT;D135020-1;AFJH-WT;1849.87;1380;4160;231;1793;60;3;NF;1.00;96.90;NF;560CB;6334;6334;30;F;NF;9430 Kg;R;P;S;G
RELAVES;SALA 600;Media Tensión;A;TAG  Motor;Motor de bomba de relaves;TECO;AFJH-WT;D135020-1;AFJH-WT;1849.87;1380;4160;231;1793;60;3;NF;1.00;96.90;NF;560CB;6334;6334;30;F;NF;9430 Kg;R;P;S;G
RELAVES;SALA 600;Media Tensión;A;TAG  Motor;PROCESS WATER PUMP (Agua Fresca);TECO;AFJH-WT;D136031-1;AFJH-WT;1200.00;895.2;4160V;160;1194;60;3;0.80;1.15;96.5;NF;500CB;6326/C3VL2071;6330;40;F;NF;7130 Kg;R;P;S;G
RELAVES;SALA 600;Media Tensión;A;TAG  Motor;PROCESS WATER PUMP (Agua Fresca);TECO;AFJH-WT;D136031-4;AFJH-WT;1200.00;895.2;4160V;160;1194;60;3;0.80;1.15;96.5;NF;500CB;6326/C3VL2071;6330;40;F;NF;7130 Kg;R;P;S;G
RELAVES;SALA 600;Media Tensión;A;TAG  Motor;PROCESS WATER PUMP (Agua Fresca);TECO;AFJH-WT;D136031-3;AFJH-WT;1200.00;895.2;4160V;160;1194;60;3;0.80;1.15;96.5;NF;500CB;6326/C3VL2071;6330;40;F;NF;7130 Kg;R;P;S;G
RELAVES;SALA 600;Media Tensión;A;TAG  Motor;PROCESS WATER PUMP (Agua Fresca);TECO;AFJH-WT;D136031-2;AFJH-WT;1200.00;895.2;4160V;160;1194;60;3;0.80;1.15;96.5;NF;500CB;6326/C3VL2071;6330;40;F;NF;7130 Kg;R;P;S;G
RELAVES;SALA 600;3290-MC-601-01;A;TAG  Motor;Motor de bomba de sellos ;WEG;TE1BFOXO#;1019903633;NF;25.00;18.5;460;30.6;1175;60;3;0.82;1.15;92.40%;NF;200L;UN 312 -C3;6212-Z-C3;40;F;NF;220 Kg;R;P;S;G
RELAVES;SALA 600;3290-MC-601-01;A;TAG  Motor;Motor de bomba de sellos ;WEG;TE1BFOXO#;1019903634;NF;25.00;18.5;460;30.6;1175;60;3;0.82;1.15;92.40%;NF;200L;UN 312 -C3;6212-Z-C3;40;F;NF;220 Kg;R;P;S;G
RELAVES;SALA 600;3290-MC-601-02;A;TAG  Motor;Motor de bomba de sellos ;WEG;TE1BFOXO#;1019903635;NF;25.00;18.5;460;30.6;1175;60;3;0.82;1.15;92.40%;NF;200L;UN 312 -C3;6212-Z-C3;40;F;NF;220 Kg;R;P;S;G
RELAVES;SALA 600;3290-MC-601-02;A;TAG  Motor;Motor de bomba de sellos ;WEG;TE1BFOXO#;1041553359;NF;36.00;26.5;440;46.5;1180;60;3;0.81;1.15;92.40%;NF;200L; 312 -C3;6212-Z-C3;20;F;NF;253 Kg;R;P;S;G
RELAVES;SALA 600;3290-MC-601-02;A;TAG  Motor;Motor de bomba de sellos ;WEG;TE1BFOXO#;1041553360;NF;36.00;26.5;440;46.5;1180;60;3;0.81;1.15;92.40%;NF;200L; 312 -C3;6212-Z-C3;20;F;NF;253 Kg;R;P;S;G
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;FINAL TAILINGS SAMPLE PUMP;WEG;TE1BFOXO!;1027688485;NF;12.50;9.2;460;15.7;1760;60;3;0.81;1.00;91.7;NF;132 M;6308-ZZ;6207-ZZ;40;F;NF;85 Kg;R;P;S;G
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;MINE WATER TREATMENT AREA SUMP PUMP;TECO;AEMBUC-DCJ;6136183001;AEMBUC-DCJ;10.00;7.5;460;12;1770;60;3;NF;1.15;91;NF;D160M;6309ZZ;6307ZZ;20;F;NF;136;R;P;S;G
RELAVES;SALA 600;3290-MC-601-01;B;TAG  Motor;PROCESS WATER POND PUMP;na;na;na;na;214.48;160;460;347.83;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;PROCESS WATER POND PUMP;na;na;na;na;214.48;160;460;347.83;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;PROCESS WATER POND LEAK DETECTION PUMP;na;na;na;na;2.95;2.2;460;4.78;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
RELAVES;SALA 600;3290-MC-601-01;B;TAG  Motor;CONTACT WATER POND PUMP;GRUNDFOS;S2.40.A80.1270.4.70M.H.332.Q.N.D;na;97647870;127.35;95;460;148.0;1778;60;3;0.88;na;92.00%;na;na;na;na;na;H;na;1159;na;na;na;na
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;CONTACT WATER POND PUMP;GRUNDFOS;S2.40.A80.1270.4.70M.H.332.Q.N.D;na;97647870;127.35;95;460;148.0;1778;60;3;0.88;na;92.00%;na;na;na;na;na;H;na;1159;na;na;na;na
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;CONTACT WATER POND LEAK DETECTION PUMP;na;na;na;na;2.95;2.2;460;4.78;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;TAILINGS THICKENER AREA SUMP PUMP;na;na;na;na;100.54;75;460;163.04;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
FLOCULANTE PARA RELAVES;SALA 600;;B;TAG  Motor;Motor de bomba de transferencia de floculante para relaves;ABB;3GAA222042-ADG;3GV1311124987002;NF;60.32;45;460;71.6;1783;60;3;0.84;NF;NF;NF;NF;6213-2Z/C3;6210-2Z/C3;NF;F;NF;264;na;na;na;na
FLOCULANTE PARA RELAVES;SALA 600;3290-MC-601-01;B;TAG  Motor;Motor de bomba dosificadora de floculante para relaves;WEG;NF;1019946450;NF;12.50;9.2;460;15.9;1755;60;3;0.82;1.00;88.5;NF;132 M;6308-ZZ;6207-ZZ;40;F;NF;92 Kg;na;na;na;na
FLOCULANTE PARA RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;Motor de bomba dosificadora de floculante para relaves;WEG;NF;1019946451;NF;12.50;9.2;460;15.9;1755;60;3;0.82;1.00;88.5;NF;132 M;6308-ZZ;6207-ZZ;40;F;NF;92 Kg;na;na;na;na
FLOCULANTE PARA RELAVES;SALA 600;3290-MC-601-01;B;TAG  Motor;Motor de bomba sumidero del area de floculante para relaves;TECO;AEMBUC-DCQ;613B156001;NF;10.05;7.5;460;12;1770;60;3;NF;NF;91;NF;D160M;6309ZZ;6307ZZ;20;F;NF;90 Kg;na;na;na;na
FLOCULANTE PARA RELAVES;SALA 600;;B;TAG  Motor;Motor del alimentador helicoidal de floculante para relaves ;SEW;NF;na;NF;0.24;0.18;266/460;0.83/0.48;1620/160;60;3;na;na;na;na;na;na;na;na;na;na;9 Kg;na;na;na;na
FLOCULANTE PARA RELAVES;SALA 600;;B;TAG  Motor;Motor de soplador de aire de floculante para relaves;GARDNER;NF;10096534 011;NF;16.89;12.6;480/720;29/16.7;3500;60;3;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;TAILINGS THICKENER;WEG;TE1BFOXO1;102WPE0022;NF;60.00;45;460;69.4;1775;60;3;0.87;1.15;93.60%;NF;225S/M;6314-C3;6314-C3;40;F;NF;383 Kg;na;na;na;na
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;TAILINGS THICKENER;WEG;TE1BFOXO1;102WPE0021;NF;60.00;45;460;69.4;1775;60;3;0.87;1.15;93.60%;NF;225S/M;6314-C3;6314-C3;40;F;NF;383 Kg;na;na;na;na
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;TAILINGS FLOCCULANT HOIST;na;na;na;na;na;0;0;0;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;5511-XV-7056 HYDRAULIC POWER PACK - Tailings Pumps;na;na;na;na;na;0;0;0;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
RELAVES;SALA 600;3290-MC-601-01;B;TAG  Motor;FAN ;ELEKTRA;NF;7AA80M06;NF;0.84;0.63;480;1.6;1110;60;3;0.73;NF;NF;NF;MBK;NF;NF;20;F;NF;NF;na;na;na;na
RELAVES;SALA 600;3290-MC-601-01;B;TAG  Motor;FAN RESERVA;na;na;na;na;0.50;0.37;460;0.9;1700;60;3;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
RELAVES;SALA 600;3290-MC-601-01;B;TAG  Motor;FAN RESERVA;na;na;na;na;0.50;0.37;460;0.9;1700;60;3;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
RELAVES;SALA 600;3290-MC-601-01;B;TAG  Motor;Motor;LEESON;C71T17fz4c;19203800;NF;0.50;0.37;230/460;1.8/09;1700;60;3;0.7;1.15;74;NF;D71C;NF;NF;40;F;H;6.8 Kg;na;na;na;na
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;FAN ;ELEKTRA;NF;7AA80M06;NF;0.84;0.63;480;1.6;1110;60;3;0.73;NF;NF;NF;MBK;NF;NF;20;F;NF;NF;na;na;na;na
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;FAN ;ELEKTRA;NF;7AA80M06;NF;0.84;0.63;480;1.6;1110;60;3;0.73;NF;NF;NF;MBK;NF;NF;20;F;NF;NF;na;na;na;na
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;FAN ;ELEKTRA;NF;7AA80M06;NF;0.84;0.63;480;1.6;1110;60;3;0.73;NF;NF;NF;MBK;NF;NF;20;F;NF;NF;na;na;na;na
RELAVES;SALA 600;3290-MC-601-02;B;TAG  Motor;MINE WATER TREATMENT TANK AGITATOR;WEG;TE1BFOXO#;1018339909;NF;15.00;11;460;18.4;1770;60;3;0.82;1;91.7;NF;160M;6309-C3;6209-C3;40;F;NF;130 Kg;R;P;S;G
RELAVES;SALA 600;3290-MC-601-01;B;TAG  Motor;MINE WATER TREATMENT TANK AGITATOR;WEG;TE1BFOXO#;1018339908;NF;15.00;11;460;18.4;1770;60;3;0.82;1;91.7;NF;160M;6309-C3;6209-C3;40;F;NF;130 Kg;R;P;S;G
FLOCU. CONCENTRADO;SALA 600;;;TAG  Motor;Motor de alimentador elicoidal de floculante para concentrado;SEW-EURODRIVE;RF17 DR63M4;20.0812162602.0001.13;na;na;0.18;266/460;0.83/0.48;1620/37;60;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
FLOCU. CONCENTRADO;SALA 600;;;TAG  Motor;Motor del soplador de aire de floculante para concentrado;ELMO RIETSCHLE;na;na;na;na;3.45;220/480;12.1/7;3435;60;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
FLOCU. CONCENTRADO;SALA 600;;;TAG  Motor;Motor de bomba de transferencia de floculante para concentrado;MONARCH;na;na;na;na;1.5;460;2.99;1728;60;na;na;na;na;na;na;6205-2Z;6205-2Z;na;na;na;na;na;na;na;na
FLOCU. CONCENTRADO;SALA 600;;;TAG  Motor;Motor de bomba diesel de agua potable;LOMBARDINI;NF;NF;NF;NF;44.2;NF;NF;2000;60;NF;NF;NF;NF;NF;NF;NF;NF;NF;NF;NF;NF;na;na;na;na
FLOCU. CONCENTRADO;SALA 600;;;TAG  Motor;Motor de bomba diesel de agua potable;LOMBARDINI;NF;NF;NF;NF;44.2;NF;NF;2000;60;NF;NF;NF;NF;NF;NF;NF;NF;NF;NF;NF;NF;na;na;na;na
FLOCU. CONCENTRADO;SALA 600;;;TAG  Motor;Motor bomba de dosificador;PROMINENT;NF;G0430SS10A311;NF;0.63;0.47;230;0.53;0;60;3;na;na;na;na;na;na;na;45;F;NF;na;R;P;S;G
GRIFO DE COMBUSTIBLE;SALA 600;;;TAG  Motor;Motor de bomba de alimentacion 01;BALDOR;EM7042T;F1309092315;na;3.00;0;230/460;8.4/4.2;1760;60;na;na;1;89.5;na;182T;na;na;40;na;na;na;na;na;na;na
GRIFO DE COMBUSTIBLE;SALA 600;;;TAG  Motor;Motor de bomba de alimentacion 02;BALDOR;EM7042T;F1309092385;na;3.00;0;230/460;8.4/4.2;1760;60;na;na;1;89.5;na;182T;na;na;40;na;na;na;na;na;na;na
GRIFO DE COMBUSTIBLE;SALA 600;;;TAG  Motor;Motor de bomba de alimentacion 02;BALDOR;EM7042T;F1309092330;na;3.00;0;230/460;8.4/4.2;1760;60;na;na;1;89.5;na;128T;na;na;40;na;na;na;na;na;na;na
GRIFO DE COMBUSTIBLE;SALA 600;;;TAG  Motor;Motor de bomba de transferencia de diesel a planta ;BALDOR;EN7170T;F1307306603;na;10.00;0;230/460;24.4/12.2;1760;60;na;na;1;91.7;na;215T;na;na;40;na;na;na;na;na;na;na
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-01;B;TAG  Motor;Motor de bomba sumidero area rougher de molibdeno;TECO;AEHBXZ-004;137384001;AEHBXZ-004;10.05;7.5;460;12.4;1765;60;3;NF;NF;91;na;D132M;na;na;20;F;NF;102 Kg;R;I;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-01;B;TAG  Motor;Motor de bomba de alimentacion a cleaner 1 de molibdeno;WEG;TE1BFOXO;1021662737;NF;7.50;5.5;460;9.31;1775;60;3;0.81;1.15;91.5;NF;132M;6308-ZZ;6207-ZZ;40;F;K;89 Kg;na;na;na;na
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-01;B;TAG  Motor;Motor de bomba de alimentacion a cleaner 1 de molibdeno;TECO;AEHBXZ-004;137767001;AEHBXZ-004;40.21;30;460;46.6;1180;60;3;NF;NF;91;na;D225MC;6308ZZC3;6306ZZC3;20;F;NF;445 Kg;R;I;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-02;B;TAG  Motor;Motor de bomba de colas de flotacion de molibdeno;TECO;AEMBUC-DH;7137144001;AEMBUC-DCH;10.05;7.5;460;24.3;1180;60;3;NF;1.15;93.5;NF;D200LC;6312;6212;20;F;NF;301 Kg;R;I;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-02;B;TAG  Motor;Motor de bomba de muestras de colas de flotacion molibdeno;WEG;TE1BFOXO!;1053860118;NF;12.50;9.2;460;15.9;1755;60;3;0.84;1.15;88;na;132M;6308-ZZ;6207-ZZ;40;F;NF;76 Kg;R;I;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-01;B;TAG  Motor;Motor de bomba de concentrado cleaner 1 de molibdeno;TECO;AEMBUC-DCJ;7136756001;NF;30.00;22;460;34.5;1180;60;3;NF;1.15;93.5;NF;D225MC;6313;6213;20;F;NF;363 Kg;R;I;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-02;B;TAG  Motor;Motor de bomba de concentrado cleaner scavenger de molibdeno;TECO;AEMBUC-DCJ;6136184001;NF;7.50;5.5;460;9.79;1170;60;3;NF;1.15;91;NF;D160M;6309ZZ;6307ZZ;20;F;NF;128 Kg;R;I;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-01;B;TAG  Motor;Motor de bomba de colas cleaner/scavenger de molibdeno;TECO;AEMBUC-DCJ;7136229001;NF;25.00;18.5;460;30.3;1180;60;3;NF;1.15;93;NF;D200LC;6312;6212;20;F;NF;292 Kg;R;I;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-01;B;TAG  Motor;Motor de bomba de concentrado cleaner 2 de molibdeno;TECO;AEMBUC-DCJ;6136795001;NF;25.00;18.5;460;28.5;1770;60;3;NF;1.15;93.6;NF;D180LC;6311ZZ;6310ZZ;20;F;NF;220 Kg;R;I;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-01;B;TAG  Motor;Motor de bomba de colas cleaner 2 de molibdeno;TECO;AEMBUC-DCJ;6136796001;NF;15.00;11;460;18.1;1180;60;3;NF;1.15;92.5;NF;D180LC;6311ZZ;6310ZZ;20;F;NF;162 Kg;R;I;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-01;B;TAG  Motor;Motor de bomba sumidero area cleaner de molibdeno;TECO;AEHBXZ-004;137332001;NF;7.50;5.5;460;9.53;1765;60;3;NF;NF;90.5;NF;D132S;6308ZZC3;6306ZZC3;20;F;NF;91 Kg;R;I;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-02;B;TAG  Motor;Motor de bomba de alimentacion a cleaner 4 de molibdeno;TECO;AEMBUC-DCN;6136613003;NF;20.11;15;460;24.2;1775;60;3;NF;1.15;93;NF;D180MC;6311ZZ;6310ZZ;20;F;NF;208 Kg;R;I;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-02;B;TAG  Motor;Motor de bomba de alimentacion a cleaner 5 de mmolibdeno;TECO;AEMBUC-DCN;6136613001;NF;20.11;15;460;24.2;1775;60;3;NF;1.15;93;NF;D180MC;6311ZZ;6310ZZ;20;F;NF;208 Kg;R;P;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-02;B;TAG  Motor;Motor de bomba de recirculacion cleaner 5 molibdeno;TECO;AEMBUC-DCJ;6136613002;NF;20.11;15;460;24.2;1775;60;3;NF;1.15;93.6;NF;D180MC;6311ZZ;6310ZZ;20;F;NF;208 Kg;R;I;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-01;B;TAG  Motor;Motor de bomba de muestra de alimentacion rougher de molibdeno;WEG;TE1BFOXO!;1021471203;NF;12.50;9.2;220/440;33/16.5;1755;60;3;0.84;1.15;88;NF;132M;6308-ZZ;6207-ZZ;40;F;NF;76 Kg;R;I;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-02;B;TAG  Motor;Motor de bomba de retorno de muestra de alimento rougher de molibdeno;TECO;AEMBUC-DCF;423B168001;NF;5.50;4;460;6.77;1750;60;3;NF;1.15;89.5;NF;D132S;6308ZZ;6306ZZ;20;F;NF;74 Kg;R;I;S;G
FLOTACION DE MOLIBDENO;SALA 700;3300-MC-701-01;B;TAG  Motor;Motor de bomba de retorno de muestra de colas de molibdeno;TECO;AEMBUC-DCF;423B168002;NF;5.50;4;460;6.77;1750;60;3;NF;1.15;89.5;NF;D132S;6308ZZ;6306ZZ;20;F;NF;74 Kg;R;I;S;G
AGUA DE PROCESO MOLY;SALA 301;3300-MC-701-01;B;TAG  Motor;Motor de bomba de u/f de espesador de molibdeno;WEG;TE1BFOXO!;1020987461;NF;5.50;4;460;6.77;1750;60;3;0.79;1.15;89.5;NF;D132S;6308ZZ;6306ZZ;20;F;NF;74 Kg;R;P;S;G
AGUA DE PROCESO MOLY;SALA 301;3300-MC-701-02;B;TAG  Motor;Motor de bomba de u/f de espesador de molibdeno;WEG;0104XDSB41A-P;19010016306;NF;10.00;7.5;460;13;1760;60;3;0.79;1.15;91.7;90.6;215T;6308-C3;6308-C3;40;F;H;203Lbs;R;P;S;G
AGUA DE PROCESO MOLY;SALA 700;3300-MC-701-02;B;TAG  Motor;Motor de bomba de o/f del espesador de concnetrado ;TECO;AEMBUC-DCK;4138152001;NF;5.00;3.7;460;5.97;1750;60;3;NF;1.15;91.00%;NF;D132S;6308ZZ;6306ZZ;20;F;NF;72 Kg;R;P;S;G
AGUA DE PROCESO MOLY;SALA 700;3300-MC-701-02;B;TAG  Motor;Motor de bomba sumidero de espesador de concentrado de molibdeno;TECO;AEMBUC-DCJ;4136162001;NF;5.00;3.7;460;5.97;1750;60;3;NF;1.15;91.00%;NF;D132S;6308ZZ;6306ZZ;20;F;NF;72 Kg;R;P;S;G
